run_id,case_id,use_case,circuit_family,ground_truth_label,generation_mode,trial_id,provider,provider_mode,scientific_llm_evidence,performance_evidence_scope,model,prompt_version,initial_json_valid,final_plan_valid,repair_count,testbench_validity_status,execution_status,simulation_mode,measurement_backend,requested_metric_count,evaluated_metric_count,metric_coverage,compliance_status,scientific_category,evaluation_outcome,generation_latency_s,simulation_latency_s,prompt_tokens,completion_tokens,total_tokens,manifest_source,cache_used,metric_name,metric_value,metric_unit,metric_operator,metric_threshold,metric_status,netlist_sha256,specification_sha256,testbench_sha256,artifact_dir,source_artifact
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,quiescent_current,7.39999997522003e-13,A,within,0.0005..0.05,FAIL,3e8db3d21a93755e7782b48688f9c47e842a9be2753715be8aa12e44e662fc2c,1a4a366a1714a3057701c90f2728158f5f173ea0a22b06b280879283f7dd9f75,d83cf1928521288bb508f13685ef995c01cfc6d5398c4e89fac5a33b4de49778,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\fp2_cv_013_p20_bias_strong,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_s300n5m3\measures.txt
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.00030530000003636815,0.0010197162628173828,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0001405000002705492,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0002494000000297092,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_019_p22_amplitude_strong,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,startup_amplitude,1.17961e-16,V,>=,1e-12,FAIL,51945786fc65084a20eec098cc2517443756cac0025856f11ea77685bdda4c74,d0eaf17d4e54e6327663d9bf99da650ee3ed68c83427e73965dc9f0a08eb6245,39d91a462c4a8fcb59693a175e50bf4c892fc138143f1f9a5cba3bc4f238d6dc,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\fp2_cv_019_p22_amplitude_strong,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_vyc7puj3\measures.txt
stub_frozen_20260721,fp2_cv_019_p22_amplitude_strong,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.00014349999946716707,0.0009598731994628906,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_019_p22_amplitude_strong,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.000189200000022538,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_019_p22_amplitude_strong,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.00014259999989008065,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_026_p07_output_strong,UC_DC_BIAS,inverter,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,operating_point,9.999999997152325e-12,V,within,0.5..5.1,FAIL,5ed19815bffff0013511ac65c14e76634676f0b8be1ac3dff0020065981261d6,c4493ad168ea12e196ae696e5720481f9e0cd1f1c1c0885ed6a31a0360b2227a,7a98d00d3c90cac3b3709db503cadc6d0927c1402b0c73a50d83f367fa3ce1e3,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\fp2_cv_026_p07_output_strong,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_jupthg9p\measures.txt
stub_frozen_20260721,fp2_cv_026_p07_output_strong,UC_DC_BIAS,inverter,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0001354000005449052,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_026_p07_output_strong,UC_DC_BIAS,inverter,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.00016709999999875436,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_026_p07_output_strong,UC_DC_BIAS,inverter,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.00015080000048328657,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,wrdata_nominal,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,,TRUE_ACCEPT,0.0,0.0,,,,frozen_v3_reference,False,startup_amplitude,4.999999969612645e-09,V,,1e-12,PASS,,,,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2_wrdata_extension\20260712T183206Z\wrdata_nominal,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2_wrdata_extension\20260712T183206Z\wrdata_nominal\vectors.csv
stub_frozen_20260721,wrdata_nominal,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.0001550999995743041,0.0010030269622802734,,,,,,,,,,,,,,,,
stub_frozen_20260721,wrdata_nominal,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.0001537000007374445,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,wrdata_nominal,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00015280000025086338,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,wrdata_controlled_violation,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,startup_amplitude,4.999999969612645e-09,V,,10.0,FAIL,,,,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2_wrdata_extension\20260712T183206Z\wrdata_controlled_violation,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2_wrdata_extension\20260712T183206Z\wrdata_controlled_violation\vectors.csv
stub_frozen_20260721,wrdata_controlled_violation,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.00014869999995426042,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,wrdata_controlled_violation,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.00014569999984814785,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,wrdata_controlled_violation,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.00015359999997599516,0.0,,,,,,,,,,,,,,,,
